Date,symbol,stocks,cmp,dRSI,wRSI,mRSI,sector,ema20,ema50,latestChange,weeklyChange,monthlyChange
28th Jan	RTNINDIA	RTNINDIA	35.7	37.02	32.8	39.25	financials	37.49	40.95	8.21	8.38	-13.5
28th Jan	NBCC	NBCC	99.53	36.22	42.34	52.14	miscellaneous	105.21	109.59	2.78	4.68	-18.26
28th Jan	SCHNEIDER	SCHNEIDER	697.7	56.31	44.41	51.14	industrials	653.4	701.34	10.2	15	-3.49
28th Jan	MCX	MCX	2593	72.1	76.05	81.9	financials	2314.29	2165.12	7.24	13.63	16.42
28th Jan	RHIM	RHIM	423.55	41.65	38.65	40.95	building materials	440.38	450.01	3.2	1.15	-7.73
28th Jan	APLAPOLLO	APLAPOLLO	2091	73.88	73.44	70.27	industrials	1941.49	1868.72	1.48	4.54	9.25
28th Jan	TRITURBINE	TRITURBINE	479.9	35.82	38.24	45.49	industrials	499.14	517	2.27	3.81	-10.84
28th Jan	PGEL	PGEL	540.05	41.13	42.18	49.83	consumer discretionary	562.18	571.21	4.15	5.82	-6.13
28th Jan	APLLTD	APLLTD	763.7	26.13	27.61	42.34	healthcare	794.6	837.34	0.845	-0.111	-9.74
28th Jan	LTF	LTF	289.4	43.14	58.72	71.67	financials	296.05	294.67	1.45	0.486	-8.4
28th Jan	MUTHOOTFIN	MUTHOOTFIN	3955.5	59.53	73.38	86.46	financials	3875.29	3749.11	2.28	4.02	3.77
28th Jan	ZENTEC	ZENTEC	1362.8	55.73	44.28	50.54	aerospace & defence	1319.34	1352.24	6.48	5.84	-0.409
28th Jan	DALBHARAT	DALBHARAT	2074.4	45.43	47.58	52.48	building materials	2118.47	2106.55	-1.55	-0.504	-2.65
28th Jan	KIRLOSENG	KIRLOSENG	1113.2	42.1	55.15	59.29	industrials	1149.37	1138.9	1.38	1.74	-8.66
28th Jan	GRAVITA	GRAVITA	1554.8	36.55	39.92	49.85	metals & mining	1637.94	1704.17	6.04	0.316	-16.31
28th Jan	COALINDIA	COALINDIA	444.05	67.75	66.83	61.76	metals & mining	419.99	406.49	5	6.13	11.29
28th Jan	PRESTIGE	PRESTIGE	1422	33.77	36.94	51.09	realty	1502.26	1571.55	2.16	2.39	-10.84
28th Jan	OBEROIRLTY	OBEROIRLTY	1483.2	29.87	36.21	46.91	realty	1588.25	1634.02	1.06	2.02	-11.22
