Date,Symbol,Stocks,Cmp,Drsi,Wrsi,Mrsi,Sector,Ema20,Ema50,Latest change,Weekly change,Monthly change
"8th Jan","RAMCOCEM","RAMCOCEM","1082.50","64.27","57.53","58.58","building materials","1057.64","1043.79","0.390","2.44","2.45"
"8th Jan","LUPIN","LUPIN","2190.90","65.89","64.88","65.70","healthcare","2117.03","2073.56","-1.06","4.07","3.86"
"8th Jan","LICHSGFIN","LICHSGFIN","525.75","36.72","37.71","45.36","financials","537.75","546.58","-2.31","-3.63","-2.56"
"8th Jan","TRENT","TRENT","3990.40","37.10","33.71","44.30","consumer discretionary","4193.13","4325.79","-1.73","-9.51","-6.74"
"8th Jan","KOTAKBANK","KOTAKBANK","2133","43.40","52.94","58.00","bank","2161.19","2141.45","-0.513","-2.83","-3.09"
"8th Jan","KIRLOSBROS","KIRLOSBROS","1630.40","47.64","38.73","50.48","industrials","1631.96","1694.20","0.074","-0.894","1.25"
"8th Jan","WHIRLPOOL","WHIRLPOOL","863.30","28.74","27.75","36.94","consumer discretionary","924.07","1028.12","-1.07","-4.56","-3.98"
"8th Jan","KAJARIACER","KAJARIACER","1009.40","43.75","37.73","45.02","building materials","1013.52","1063.45","0.243","2.91","4.22"
"8th Jan","JSWSTEEL","JSWSTEEL","1155.90","54.48","56.28","65.66","metals & mining","1142.23","1136.89","-2.85","-2.10","-0.764"
"8th Jan","INFY","INFY","1613.30","50.40","55.33","51.74","i.t","1619.79","1585.94","-1.57","-1.65","-0.130"
"8th Jan","HINDZINC","HINDZINC","590.75","52.60","64.45","63.02","metals & mining","596.16","550.23","-6.23","-6.05","-3.54"
"8th Jan","HSCL","HSCL","476.75","51.20","52.21","55.79","chemicals","477.97","469.82","-0.976","-3.49","-2.28"
"8th Jan","HFCL","HFCL","66.94","48.28","41.16","39.87","telecom","67.20","69.24","-3.85","-1.17","-1.25"
"8th Jan","HEROMOTOCO","HEROMOTOCO","5850","49.20","59.66","64.82","auto","5868.56","5794.18","-2.19","-1.40","1.37"
"8th Jan","HDFCBANK","HDFCBANK","946.70","28.54","41.65","56.05","bank","981.75","987.11","-0.248","-5.48","-4.49"
"8th Jan","KANSAINER","KANSAINER","234.59","50.53","45.68","39.85","building materials","234.35","235.89","-1.37","-2.69","-0.365"
"8th Jan","GODREJIND","GODREJIND","1023.60","50.51","41.86","51.73","chemicals","1017.85","1041.16","-2.90","0.245","2.11"
"8th Jan","GODFRYPHLP","GODFRYPHLP","2146.40","22.60","30.33","49.77","fmcg","2539.15","2773.86","-0.639","-4.57","-22.30"
"8th Jan","FINCABLES","FINCABLES","775.70","53.31","42.24","42.00","industrials","768.80","773.66","-0.875","-1.12","3.47"
"8th Jan","EIDPARRY","EIDPARRY","959","31.64","41.90","55.37","fmcg","1018.75","1031.76","-3.60","-5.16","-7.32"
"8th Jan","DRREDDY","DRREDDY","1206.90","29.22","42.36","50.33","healthcare","1256.62","1257.73","-2.89","-3.92","-5.07"
"8th Jan","IDBI","IDBI","104.63","53.94","56.85","61.35","bank","103.60","100.58","-3.23","-8.80","1.59"
"8th Jan","TITAN","TITAN","4249","79.10","73.48","64.92","consumer discretionary","4025.00","3901.30","-0.566","4.87","4.87"
"8th Jan","SAIL","SAIL","146.46","60.97","61.88","61.41","metals & mining","140.46","136.78","-2.60","-0.685","-0.361"
"8th Jan","SBIN","SBIN","998","60.06","74.49","72.47","bank","984.40","960.81","-0.908","-0.095","1.61"
"8th Jan","CHENNPETRO","CHENNPETRO","790.70","33.52","47.51","55.08","energy","850.98","872.33","-3.20","-4.41","-5.44"
"8th Jan","MRPL","MRPL","142.62","38.30","47.22","50.34","energy","149.19","151.50","-2.86","-5.74","-6.19"
"8th Jan","IFCI","IFCI","50","44.57","44.77","50.50","financials","51.32","51.96","-3.33","-6.75","-5.48"
"8th Jan","HINDPETRO","HINDPETRO","452.20","39.03","52.52","58.78","energy","474.09","465.52","-5.09","-8.80","-9.39"
"8th Jan","BHEL","BHEL","271.75","41.88","54.33","58.34","industrials","285.96","276.64","-10.48","-9.27","-5.46"
"8th Jan","DABUR","DABUR","519.45","63.27","53.43","49.08","fmcg","507.36","507.19","-0.278","-0.603","3.15"
"8th Jan","CGPOWER","CGPOWER","614.25","26.85","34.11","50.64","industrials","651.81","676.64","-3.56","-5.37","-5.19"
"8th Jan","CRISIL","CRISIL","4719","65.17","48.99","50.86","financials","4462.65","4532.65","-0.138","5.84","9.20"
"8th Jan","CIPLA","CIPLA","1460.60","36.97","40.39","51.92","healthcare","1501.53","1513.04","-0.497","-3.37","-3.35"
"8th Jan","EXIDEIND","EXIDEIND","352.80","34.70","35.31","47.19","auto","364.86","372.31","-1.84","-4.05","-2.60"
"8th Jan","CHAMBLFERT","CHAMBLFERT","454","43.95","39.23","48.12","chemicals","464.19","466.92","-3.03","-5.40","-5.83"
"8th Jan","CESC","CESC","167.10","45.43","48.45","55.70","power & utilities","169.43","170.07","-2.38","-4.72","-0.275"
"8th Jan","BLUESTARCO","BLUESTARCO","1819.20","54.46","49.73","56.68","consumer discretionary","1791.97","1803.00","-1.28","0.171","5.11"
"8th Jan","BEL","BEL","415.65","63.10","58.61","68.25","aerospace & defence","403.44","403.56","0","3.10","4.02"
"8th Jan","BEML","BEML","1820.30","48.36","43.70","51.45","aerospace & defence","1827.31","1874.99","-2.18","-2.02","-2.13"
"8th Jan","BATAINDIA","BATAINDIA","927.15","32.53","27.64","28.83","consumer discretionary","951.82","995.99","-0.940","-2.42","-1.68"
"8th Jan","BASF","BASF","3796.30","33.75","27.08","43.05","chemicals","3928.23","4097.43","-0.373","-3.52","-4.09"
"8th Jan","ABREL","ABREL","1633.80","40.68","39.64","45.62","realty","1685.76","1716.23","-2.09","-1.83","-2.45"
"8th Jan","BALRAMCHIN","BALRAMCHIN","426.50","40.00","34.86","43.70","fmcg","439.28","450.65","-2.66","-2.75","-4.03"
"8th Jan","BAJFINANCE","BAJFINANCE","971.95","37.91","48.35","61.59","financials","992.95","1003.94","0.325","-1.87","-1.50"
"8th Jan","ATUL","ATUL","6175","58.42","50.09","45.94","chemicals","6056.77","6016.46","0.956","1.07","0.554"
"8th Jan","ARE&M","ARE&M","914.45","41.27","35.68","45.11","auto","924.61","943.10","-0.549","-1.49","0.539"
"8th Jan","AEGISLOG","AEGISLOG","746.80","53.67","48.65","55.64","services","736.12","748.48","-0.294","2.84","4.07"
"8th Jan","ABB","ABB","5021","39.95","40.30","44.62","industrials","5174.88","5175.03","-5.25","-3.54","-2.88"
